##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:48
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/7147.diptera.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/7147.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:55
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/7147.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:49
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	7165.AGAP010314-PA 7227.FBpp0070181
NOG08115:	7227.FBpp0078015 7165.AGAP006042-PA
NOG08116:	7227.FBpp0086128 7165.AGAP011764-PA
NOG08117:	7227.FBpp0086803 7165.AGAP011122-PA 7227.FBpp0086806
NOG08118:	7165.AGAP011822-PA 7227.FBpp0087116
NOG08119:	7165.AGAP002396-PA 7227.FBpp0084161
NOG08120:	7165.AGAP004148-PA 7227.FBpp0082539
NOG08121:	7227.FBpp0304268 7165.AGAP010064-PA
NOG08122:	7165.AGAP006349-PA 7227.FBpp0079989
NOG08123:	7227.FBpp0076237 7165.AGAP012409-PA
NOG08124:	7227.FBpp0076560 7165.AGAP006809-PA
NOG08125:	7227.FBpp0072438 7165.AGAP006036-PA 7227.FBpp0072685
NOG08126:	7227.FBpp0303831 7165.AGAP005945-PA 7165.AGAP005944-PA
NOG08127:	7227.FBpp0291538 7165.AGAP011937-PA
NOG08128:	7227.FBpp0085211 7165.AGAP000181-PA
NOG08129:	7227.FBpp0303147 7165.AGAP001461-PA
NOG08130:	7227.FBpp0289056 7165.AGAP006741-PA
NOG08131:	7227.FBpp0289580 7165.AGAP002644-PA
NOG08132:	7165.AGAP010865-PA 7227.FBpp0080247
NOG08133:	7227.FBpp0081634 7165.AGAP004087-PA
NOG08134:	7165.AGAP011637-PA 7227.FBpp0070716
NOG08135:	7165.AGAP002215-PA 7227.FBpp0081308
NOG08136:	7227.FBpp0077011 7165.AGAP013516-PB
NOG08137:	7165.AGAP009826-PA 7227.FBpp0086114
NOG08138:	7227.FBpp0070279 7165.AGAP011777-PA
NOG08139:	7227.FBpp0085638 7165.AGAP012326-PA
NOG08140:	7227.FBpp0087145 7165.AGAP007416-PA
NOG08141:	7165.AGAP004691-PA 7227.FBpp0072101
NOG08142:	7165.AGAP010610-PA 7227.FBpp0302877
NOG08143:	7227.FBpp0075784 7165.AGAP002424-PA
NOG08144:	7165.AGAP005983-PA 7227.FBpp0087743
NOG08145:	7165.AGAP011752-PA 7227.FBpp0292594
NOG08146:	7227.FBpp0073859 7165.AGAP003457-PA
NOG08147:	7165.AGAP005359-PA 7227.FBpp0073101
NOG08148:	7227.FBpp0071123 7165.AGAP008540-PA
NOG08149:	7227.FBpp0072141 7165.AGAP008081-PA 7165.AGAP007953-PA
NOG08150:	7165.AGAP002915-PA 7227.FBpp0074038
NOG08151:	7227.FBpp0074405 7165.AGAP000234-PA
NOG08152:	7227.FBpp0089101 7165.AGAP010142-PA
NOG08153:	7227.FBpp0078354 7165.AGAP010257-PA
NOG08154:	7227.FBpp0083045 7165.AGAP012763-PA 7165.AGAP005056-PA
NOG08155:	7165.AGAP011947-PA 7227.FBpp0303960
NOG08156:	7227.FBpp0087596 7165.AGAP010283-PA
NOG08157:	7227.FBpp0074005 7165.AGAP010395-PA
NOG08158:	7227.FBpp0071905 7165.AGAP008970-PA
NOG08159:	7227.FBpp0074425 7165.AGAP008502-PA
NOG08160:	7165.AGAP009333-PA 7227.FBpp0077576
NOG08161:	7165.AGAP002888-PC 7227.FBpp0288773
NOG08162:	7165.AGAP008822-PA 7227.FBpp0297155
NOG08163:	7227.FBpp0087398 7165.AGAP005538-PA
NOG08164:	7227.FBpp0072179 7165.AGAP011096-PA
NOG08165:	7165.AGAP002009-PA 7227.FBpp0288420
NOG08166:	7165.AGAP005532-PA 7227.FBpp0084910
NOG08167:	7165.AGAP012773-PA 7227.FBpp0085658 7165.AGAP010419-PA
NOG08168:	7227.FBpp0070564 7165.AGAP005850-PA
NOG08169:	7165.AGAP005222-PA 7227.FBpp0086980
NOG08170:	7165.AGAP009899-PA 7227.FBpp0303113
NOG08171:	7165.AGAP000413-PA 7227.FBpp0070930
NOG08172:	7165.AGAP002272-PB 7227.FBpp0292244
NOG08173:	7227.FBpp0110103 7165.AGAP003305-PA
NOG08174:	7227.FBpp0071549 7165.AGAP012439-PA
NOG08175:	7227.FBpp0306084 7165.AGAP006382-PA
NOG08176:	7165.AGAP009623-PA 7227.FBpp0073922 7227.FBpp0087977
NOG08177:	7227.FBpp0297726 7165.AGAP012223-PA
NOG08178:	7165.AGAP003601-PA 7227.FBpp0084183
NOG08179:	7165.AGAP000266-PA 7227.FBpp0292371
NOG08180:	7165.AGAP006668-PA 7227.FBpp0082320
NOG08181:	7165.AGAP003679-PA 7227.FBpp0084479
NOG08182:	7227.FBpp0077026 7165.AGAP000989-PA
NOG08183:	7165.AGAP001423-PA 7227.FBpp0292529
NOG08184:	7165.AGAP010233-PA 7227.FBpp0080990
NOG08185:	7165.AGAP009237-PA 7227.FBpp0080688
NOG08186:	7165.AGAP001573-PA 7227.FBpp0084561
NOG08187:	7227.FBpp0078842 7165.AGAP009942-PA
NOG08188:	7227.FBpp0070087 7165.AGAP002499-PA
NOG08189:	7227.FBpp0290455 7165.AGAP012047-PA
NOG08190:	7165.AGAP001486-PA 7227.FBpp0294059
NOG08191:	7165.AGAP008942-PA 7227.FBpp0077146
NOG08192:	7165.AGAP002088-PA 7227.FBpp0070382
NOG08193:	7227.FBpp0086382 7165.AGAP010710-PA
NOG08194:	7165.AGAP003395-PA 7227.FBpp0298310
NOG08195:	7227.FBpp0071008 7165.AGAP000825-PA
NOG08196:	7165.AGAP008490-PA 7227.FBpp0079271
NOG08197:	7165.AGAP006021-PA 7227.FBpp0072523
NOG08198:	7227.FBpp0288908 7165.AGAP000558-PB
NOG08199:	7165.AGAP001539-PA 7227.FBpp0070636
NOG08200:	7165.AGAP005200-PA 7227.FBpp0289098
NOG08201:	7227.FBpp0081159 7165.AGAP001894-PA
NOG08202:	7165.AGAP007450-PA 7227.FBpp0087945
NOG08203:	7165.AGAP008689-PA 7227.FBpp0071450
NOG08204:	7165.AGAP003702-PA 7227.FBpp0084068
NOG08205:	7165.AGAP002251-PA 7227.FBpp0110481
NOG08206:	7165.AGAP008814-PA 7227.FBpp0304504
NOG08207:	7227.FBpp0083918 7165.AGAP002334-PA
NOG08208:	7227.FBpp0083198 7165.AGAP001913-PA
NOG08209:	7227.FBpp0081459 7165.AGAP000529-PA
NOG08210:	7165.AGAP004246-PB 7227.FBpp0303419
NOG08211:	7227.FBpp0089126 7165.AGAP002414-PA
NOG08212:	7227.FBpp0088181 7165.AGAP009499-PA
NOG08213:	7227.FBpp0071834 7165.AGAP010969-PA
NOG08214:	7227.FBpp0301731 7165.AGAP011076-PA
NOG08215:	7165.AGAP005431-PA 7227.FBpp0075212
NOG08216:	7165.AGAP006811-PA 7227.FBpp0084546
NOG08217:	7227.FBpp0083457 7165.AGAP001704-PA
NOG08218:	7227.FBpp0071261 7165.AGAP000273-PA
NOG08219:	7165.AGAP000028-PA 7227.FBpp0289608
NOG08220:	7227.FBpp0071248 7165.AGAP001103-PA
NOG08221:	7227.FBpp0086873 7165.AGAP007491-PA
NOG08222:	7165.AGAP001291-PA 7227.FBpp0078477
NOG08223:	7165.AGAP003262-PA 7227.FBpp0073007
NOG08224:	7165.AGAP006216-PA 7165.AGAP006215-PA 7227.FBpp0072472 7165.AGAP006218-PA
NOG08225:	7227.FBpp0072596 7165.AGAP005058-PA
NOG08226:	7165.AGAP000126-PA 7227.FBpp0288535
NOG08227:	7165.AGAP007798-PA 7227.FBpp0304607
NOG08228:	7227.FBpp0072416 7165.AGAP007512-PA
NOG08229:	7165.AGAP009087-PA 7227.FBpp0080693
NOG08230:	7227.FBpp0084879 7165.AGAP000348-PA
NOG08231:	7165.AGAP001587-PA 7227.FBpp0083071
NOG08232:	7165.AGAP007864-PA 7227.FBpp0077549
NOG08233:	7165.AGAP009496-PA 7227.FBpp0290163
NOG08234:	7227.FBpp0289629 7165.AGAP009150-PA
NOG08235:	7227.FBpp0303178 7165.AGAP005187-PA
NOG08236:	7227.FBpp0076200 7165.AGAP005540-PA
NOG08237:	7165.AGAP005657-PA 7165.AGAP005656-PA 7165.AGAP005660-PA 7165.AGAP012667-PA 7227.FBpp0074694
NOG08238:	7227.FBpp0073584 7165.AGAP001175-PA
NOG08239:	7165.AGAP011516-PA 7227.FBpp0082597
NOG08240:	7227.FBpp0075039 7165.AGAP006509-PA
NOG08241:	7227.FBpp0085745 7227.FBpp0271751 7165.AGAP012301-PA
NOG08242:	7227.FBpp0081756 7165.AGAP004408-PA
NOG08243:	7165.AGAP009171-PA 7227.FBpp0080828
NOG08244:	7227.FBpp0086375 7165.AGAP011849-PA
NOG08245:	7165.AGAP001482-PA 7227.FBpp0078413
NOG08246:	7227.FBpp0072708 7165.AGAP007954-PA
NOG08247:	7165.AGAP002456-PB 7227.FBpp0305393
NOG08248:	7165.AGAP003593-PA 7227.FBpp0082588
NOG08249:	7165.AGAP004715-PA 7227.FBpp0070620
NOG08250:	7165.AGAP004468-PA 7227.FBpp0075344
NOG08251:	7165.AGAP001427-PA 7227.FBpp0303614
NOG08252:	7227.FBpp0300166 7165.AGAP006330-PA
NOG08253:	7227.FBpp0087352 7165.AGAP005255-PA
NOG08254:	7165.AGAP007137-PA 7227.FBpp0112019
NOG08255:	7165.AGAP000785-PA 7227.FBpp0111892
NOG08256:	7165.AGAP003431-PB 7227.FBpp0084496
NOG08257:	7165.AGAP001609-PA 7227.FBpp0303262
NOG08258:	7165.AGAP003261-PA 7227.FBpp0077849
NOG08259:	7227.FBpp0084839 7165.AGAP000842-PA
NOG08260:	7165.AGAP006340-PA 7227.FBpp0072830
NOG08261:	7165.AGAP011927-PA 7227.FBpp0304380
NOG08262:	7165.AGAP006511-PA 7227.FBpp0073173
NOG08263:	7227.FBpp0290401 7165.AGAP004834-PA
NOG08264:	7227.FBpp0088001 7227.FBpp0088002 7227.FBpp0088003 7165.AGAP005949-PA
NOG08265:	7227.FBpp0304751 7165.AGAP009035-PA
NOG08266:	7165.AGAP007852-PA 7227.FBpp0289654
NOG08267:	7227.FBpp0071063 7165.AGAP001512-PA
NOG08268:	7165.AGAP012955-PA 7227.FBpp0081773 7227.FBpp0081774
NOG08269:	7227.FBpp0082065 7165.AGAP004459-PA
NOG08270:	7227.FBpp0073947 7165.AGAP011203-PA
NOG08271:	7165.AGAP002013-PA 7227.FBpp0073214
NOG08272:	7165.AGAP005295-PA 7227.FBpp0078296
NOG08273:	7227.FBpp0074910 7165.AGAP006359-PA
NOG08274:	7165.AGAP010292-PA 7227.FBpp0112228
NOG08275:	7227.FBpp0078887 7165.AGAP009578-PA
NOG08276:	7227.FBpp0089177 7165.AGAP011695-PA
NOG08277:	7165.AGAP000601-PA 7227.FBpp0305326
NOG08278:	7227.FBpp0297564 7165.AGAP000222-PA
NOG08279:	7227.FBpp0071688 7165.AGAP005977-PA
NOG08280:	7227.FBpp0074254 7165.AGAP003033-PA
NOG08281:	7165.AGAP005364-PA 7227.FBpp0073085
NOG08282:	7227.FBpp0084716 7165.AGAP003235-PA
NOG08283:	7165.AGAP007565-PB 7227.FBpp0088955
NOG08284:	7227.FBpp0085514 7165.AGAP005262-PA
NOG08285:	7165.AGAP009042-PA 7227.FBpp0112834
NOG08286:	7227.FBpp0075698 7165.AGAP005003-PA
NOG08287:	7227.FBpp0099910 7165.AGAP005068-PA 7165.AGAP005069-PA
NOG08288:	7165.AGAP004337-PA 7227.FBpp0303200
NOG08289:	7165.AGAP006162-PA 7227.FBpp0297568
NOG08290:	7165.AGAP007605-PA 7227.FBpp0303087
NOG08291:	7165.AGAP003478-PA 7227.FBpp0073874
NOG08292:	7227.FBpp0086603 7165.AGAP001440-PA
NOG08293:	7227.FBpp0080620 7165.AGAP007819-PA
NOG08294:	7227.FBpp0084375 7165.AGAP001442-PA
NOG08295:	7165.AGAP013338-PA 7227.FBpp0081226
NOG08296:	7227.FBpp0077721 7165.AGAP008328-PA
NOG08297:	7165.AGAP008631-PC 7227.FBpp0079119
NOG08298:	7227.FBpp0084021 7165.AGAP003517-PA
NOG08299:	7227.FBpp0086464 7165.AGAP006925-PA
NOG08300:	7165.AGAP008002-PA 7227.FBpp0085295
NOG08301:	7227.FBpp0078139 7165.AGAP002516-PA
NOG08302:	7165.AGAP002097-PA 7227.FBpp0070606
NOG08303:	7227.FBpp0079772 7165.AGAP009833-PA
NOG08304:	7165.AGAP009683-PA 7227.FBpp0288989
NOG08305:	7165.AGAP001492-PA 7227.FBpp0073557
NOG08306:	7165.AGAP000361-PA 7227.FBpp0081250
NOG08307:	7227.FBpp0086841 7165.AGAP006988-PA
NOG08308:	7227.FBpp0290458 7165.AGAP002610-PA
NOG08309:	7165.AGAP002858-PC 7227.FBpp0088502
NOG08310:	7165.AGAP011799-PA 7227.FBpp0086107
NOG08311:	7165.AGAP012009-PA 7227.FBpp0099808
NOG08312:	7165.AGAP007115-PA 7227.FBpp0070305
NOG08313:	7165.AGAP004781-PA 7227.FBpp0086668
NOG08314:	7165.AGAP006660-PA 7227.FBpp0305272
NOG08315:	7165.AGAP010167-PB 7227.FBpp0303726
NOG08316:	7227.FBpp0074742 7165.AGAP007143-PA
NOG08317:	7227.FBpp0080747 7165.AGAP009846-PA
NOG08318:	7227.FBpp0290580 7165.AGAP002877-PA
NOG08319:	7227.FBpp0303427 7165.AGAP000630-PA
NOG08320:	7165.AGAP007106-PA 7227.FBpp0076802
NOG08321:	7227.FBpp0083776 7165.AGAP003080-PA
NOG08322:	7227.FBpp0304510 7165.AGAP008535-PA
NOG08323:	7227.FBpp0085483 7165.AGAP028154-PA
NOG08324:	7227.FBpp0288412 7165.AGAP002751-PA
NOG08325:	7227.FBpp0288680 7165.AGAP009587-PA
NOG08326:	7165.AGAP002985-PA 7227.FBpp0083958
NOG08328:	7165.AGAP007494-PA 7227.FBpp0086485
NOG08329:	7165.AGAP005401-PA 7227.FBpp0074650
NOG08330:	7165.AGAP004283-PA 7227.FBpp0083884
NOG08331:	7227.FBpp0074936 7165.AGAP012358-PA
NOG08332:	7165.AGAP002101-PA 7227.FBpp0078150
NOG08333:	7165.AGAP004466-PA 7227.FBpp0086017
NOG08334:	7227.FBpp0086640 7165.AGAP028012-PA
NOG08335:	7165.AGAP004225-PB 7227.FBpp0081305
NOG08336:	7165.AGAP001039-PB 7227.FBpp0289444 7227.FBpp0076836
NOG08337:	7165.AGAP008802-PA 7227.FBpp0303562
NOG08338:	7165.AGAP009094-PA 7227.FBpp0079874
NOG08339:	7165.AGAP011105-PA 7227.FBpp0075994
NOG08340:	7165.AGAP011298-PA 7227.FBpp0075764
NOG08341:	7227.FBpp0086442 7165.AGAP004437-PC
NOG08342:	7227.FBpp0088245 7165.AGAP004637-PA
NOG08343:	7227.FBpp0085950 7165.AGAP006617-PA
NOG08344:	7227.FBpp0074054 7165.AGAP028133-PA
NOG08345:	7165.AGAP005102-PA 7227.FBpp0086711
NOG08346:	7227.FBpp0291761 7165.AGAP000954-PA
NOG08347:	7165.AGAP002625-PB 7227.FBpp0271913
NOG08348:	7165.AGAP002533-PA 7227.FBpp0075071
NOG08349:	7165.AGAP003308-PB 7227.FBpp0078268
NOG08350:	7165.AGAP002403-PA 7227.FBpp0081886
NOG08351:	7227.FBpp0083626 7165.AGAP002067-PA
NOG08352:	7227.FBpp0082190 7165.AGAP004324-PA 7165.AGAP003096-PA 7227.FBpp0082191
NOG08353:	7165.AGAP005113-PA 7165.AGAP006806-PA 7227.FBpp0081809
NOG08354:	7227.FBpp0083838 7165.AGAP001650-PA
NOG08355:	7227.FBpp0071000 7165.AGAP000436-PA
NOG08356:	7165.AGAP000756-PA 7227.FBpp0289310
NOG08357:	7227.FBpp0085075 7165.AGAP001082-PB
NOG08358:	7165.AGAP001747-PA 7227.FBpp0305944
NOG08359:	7227.FBpp0303776 7165.AGAP000960-PA
NOG08360:	7227.FBpp0084673 7165.AGAP004141-PA
NOG08361:	7165.AGAP002998-PA 7227.FBpp0298357
NOG08362:	7227.FBpp0301077 7165.AGAP003204-PA
NOG08363:	7165.AGAP001319-PA 7227.FBpp0304251
NOG08364:	7165.AGAP008807-PA 7227.FBpp0292877 7165.AGAP008810-PA
NOG08365:	7165.AGAP001257-PA 7227.FBpp0099884
NOG08366:	7165.AGAP000853-PA 7227.FBpp0074110
NOG08367:	7227.FBpp0087403 7165.AGAP005774-PA
NOG08368:	7165.AGAP012119-PA 7227.FBpp0288698
NOG08369:	7227.FBpp0292045 7165.AGAP012345-PA
NOG08370:	7227.FBpp0083566 7165.AGAP004595-PA
NOG08371:	7165.AGAP002307-PA 7227.FBpp0083131
NOG08372:	7227.FBpp0082933 7165.AGAP004035-PA
NOG08373:	7227.FBpp0305778 7165.AGAP000519-PA
NOG08374:	7165.AGAP009661-PA 7227.FBpp0073286
NOG08375:	7165.AGAP010893-PA 7227.FBpp0084176
NOG08376:	7165.AGAP004775-PA 7227.FBpp0082069
NOG08377:	7165.AGAP008764-PA 7227.FBpp0088584
NOG08378:	7227.FBpp0111977 7165.AGAP005324-PB
NOG08379:	7165.AGAP005115-PA 7227.FBpp0071967
NOG08380:	7165.AGAP000200-PA 7165.AGAP010182-PA 7227.FBpp0084724
NOG08381:	7227.FBpp0303330 7165.AGAP001592-PA
NOG08382:	7165.AGAP012050-PA 7227.FBpp0074512
NOG08383:	7165.AGAP008467-PA 7227.FBpp0079102
NOG08384:	7227.FBpp0070303 7165.AGAP008003-PA
NOG08385:	7227.FBpp0070007 7165.AGAP002657-PA
NOG08386:	7165.AGAP007504-PA 7165.AGAP012156-PA 7165.AGAP006380-PA 7227.FBpp0297618 7165.AGAP006379-PA 7165.AGAP012155-PA
NOG08387:	7165.AGAP004434-PA 7227.FBpp0075701
NOG08388:	7165.AGAP008176-PA 7227.FBpp0297739
NOG08389:	7227.FBpp0088350 7165.AGAP008863-PA
NOG08390:	7165.AGAP009595-PA 7227.FBpp0305547
NOG08391:	7165.AGAP006747-PA 7227.FBpp0088375
NOG08392:	7165.AGAP005844-PA 7227.FBpp0071542
NOG08393:	7227.FBpp0290833 7165.AGAP000364-PA
NOG08394:	7165.AGAP003409-PA 7227.FBpp0300419
NOG08395:	7165.AGAP012217-PA 7165.AGAP012216-PA 7227.FBpp0081387
NOG08396:	7165.AGAP007375-PA 7227.FBpp0086043
NOG08397:	7165.AGAP008927-PA 7227.FBpp0077037
NOG08398:	7227.FBpp0081087 7165.AGAP001152-PA
NOG08399:	7165.AGAP005533-PA 7227.FBpp0085431
NOG08400:	7165.AGAP000446-PA 7227.FBpp0303140
NOG08401:	7165.AGAP007788-PA 7227.FBpp0303658
NOG08402:	7165.AGAP004571-PA 7227.FBpp0075456
NOG08403:	7227.FBpp0073869 7165.AGAP012590-PA 7165.AGAP012857-PA
NOG08404:	7227.FBpp0072450 7165.AGAP007342-PA
NOG08405:	7165.AGAP002778-PA 7227.FBpp0076907
NOG08406:	7227.FBpp0111838 7165.AGAP010017-PA
NOG08407:	7227.FBpp0085412 7165.AGAP007723-PA
NOG08408:	7227.FBpp0085571 7165.AGAP005347-PA
NOG08409:	7165.AGAP007927-PA 7227.FBpp0077159
NOG08410:	7227.FBpp0076549 7165.AGAP007482-PA
NOG08411:	7227.FBpp0081800 7165.AGAP003584-PA 7227.FBpp0081141
NOG08412:	7165.AGAP005088-PA 7227.FBpp0088006
NOG08413:	7165.AGAP007826-PA 7227.FBpp0080489
NOG08414:	7165.AGAP006249-PA 7227.FBpp0070226
NOG08415:	7227.FBpp0081618 7165.AGAP003521-PA
NOG08416:	7165.AGAP009931-PA 7227.FBpp0077079
NOG08417:	7165.AGAP011783-PA 7227.FBpp0079653 7165.AGAP011787-PA
NOG08418:	7165.AGAP012877-PA 7227.FBpp0085923 7165.AGAP003346-PA
NOG08419:	7227.FBpp0082437 7165.AGAP008984-PA
NOG08420:	7165.AGAP009610-PA 7227.FBpp0080952 7227.FBpp0080950 7227.FBpp0080951 7165.AGAP009612-PA
NOG08421:	7165.AGAP004143-PA 7227.FBpp0290357
NOG08422:	7227.FBpp0081012 7165.AGAP009577-PA
NOG08423:	7227.FBpp0293232 7165.AGAP001414-PA
NOG08424:	7165.AGAP002815-PA 7227.FBpp0073116
NOG08425:	7227.FBpp0303135 7165.AGAP011379-PC
NOG08426:	7165.AGAP002784-PA 7227.FBpp0082704
NOG08427:	7165.AGAP003546-PC 7227.FBpp0301889
NOG08428:	7165.AGAP004513-PA 7227.FBpp0081347
NOG08429:	7227.FBpp0071596 7165.AGAP010958-PA
NOG08430:	7227.FBpp0081426 7165.AGAP010274-PA
NOG08431:	7165.AGAP009260-PA 7227.FBpp0304876
NOG08432:	7227.FBpp0086881 7165.AGAP010406-PA
NOG08433:	7227.FBpp0304475 7165.AGAP004335-PA
NOG08434:	7227.FBpp0293286 7165.AGAP004866-PA
NOG08435:	7227.FBpp0099608 7165.AGAP010885-PA
NOG08436:	7227.FBpp0087789 7165.AGAP011686-PA
NOG08437:	7227.FBpp0306036 7165.AGAP008336-PA
NOG08438:	7165.AGAP003848-PA 7227.FBpp0085157 7227.FBpp0112227
NOG08439:	7165.AGAP005134-PA 7227.FBpp0071794
NOG08440:	7227.FBpp0073058 7165.AGAP005560-PA
NOG08441:	7227.FBpp0293143 7165.AGAP007628-PA
NOG08442:	7227.FBpp0075091 7165.AGAP006127-PA
NOG08443:	7165.AGAP010510-PA 7227.FBpp0072177
NOG08444:	7227.FBpp0291075 7165.AGAP010963-PA
NOG08445:	7227.FBpp0080933 7165.AGAP009487-PA
NOG08446:	7165.AGAP009933-PA 7227.FBpp0292925
NOG08447:	7165.AGAP007521-PA 7227.FBpp0076806
NOG08448:	7165.AGAP001905-PA 7227.FBpp0305489
NOG08449:	7227.FBpp0070404 7165.AGAP007532-PA
NOG08450:	7165.AGAP004671-PA 7227.FBpp0079788
NOG08451:	7165.AGAP007384-PA 7227.FBpp0291490
NOG08452:	7165.AGAP003124-PA 7227.FBpp0112945
NOG08453:	7165.AGAP004446-PA 7227.FBpp0305208
NOG08454:	7165.AGAP002710-PA 7227.FBpp0292850
NOG08455:	7227.FBpp0074227 7165.AGAP001057-PA
NOG08456:	7227.FBpp0289588 7165.AGAP007070-PA 7165.AGAP007071-PA 7165.AGAP007072-PA 7165.AGAP007079-PA 7165.AGAP007073-PA 7165.AGAP007074-PA 7227.FBpp0082634
NOG08457:	7165.AGAP009188-PA 7227.FBpp0088200
NOG08458:	7227.FBpp0290896 7165.AGAP009112-PA 7227.FBpp0077614
NOG08459:	7165.AGAP000360-PA 7227.FBpp0305380
NOG08460:	7165.AGAP000947-PA 7227.FBpp0290855
NOG08461:	7165.AGAP001760-PA 7227.FBpp0078381
NOG08462:	7227.FBpp0084312 7165.AGAP011248-PA
NOG08463:	7227.FBpp0084636 7165.AGAP004656-PA
NOG08464:	7227.FBpp0074058 7165.AGAP002169-PA
NOG08465:	7227.FBpp0086052 7165.AGAP011452-PA
NOG08466:	7165.AGAP013442-PC 7227.FBpp0081237
NOG08467:	7227.FBpp0075508 7165.AGAP012577-PA
NOG08468:	7165.AGAP008887-PA 7227.FBpp0088692
NOG08469:	7227.FBpp0087144 7165.AGAP007713-PA
NOG08470:	7227.FBpp0112259 7165.AGAP003684-PA
NOG08471:	7165.AGAP011819-PA 7227.FBpp0087169
NOG08472:	7227.FBpp0070395 7165.AGAP001827-PA
NOG08473:	7165.AGAP004487-PA 7227.FBpp0297300
NOG08474:	7165.AGAP004693-PA 7227.FBpp0305535
NOG08475:	7227.FBpp0271930 7165.AGAP011384-PC
NOG08476:	7227.FBpp0083075 7165.AGAP010918-PA
NOG08477:	7165.AGAP002991-PA 7227.FBpp0081491
NOG08478:	7227.FBpp0076397 7165.AGAP006066-PA
NOG08479:	7165.AGAP000598-PA 7227.FBpp0070051 7227.FBpp0077066 7227.FBpp0070054
NOG08480:	7227.FBpp0302962 7165.AGAP008656-PC
NOG08481:	7227.FBpp0082185 7165.AGAP004340-PA
NOG08482:	7165.AGAP010078-PA 7227.FBpp0292961
NOG08483:	7165.AGAP006231-PA 7227.FBpp0076921
NOG08484:	7165.AGAP009508-PA 7227.FBpp0079752
NOG08485:	7227.FBpp0298824 7165.AGAP000688-PA
NOG08486:	7165.AGAP009737-PA 7227.FBpp0079041
NOG08487:	7165.AGAP004654-PA 7227.FBpp0084849
NOG08488:	7227.FBpp0293954 7165.AGAP007541-PA
NOG08489:	7227.FBpp0078951 7165.AGAP004451-PA
NOG08490:	7165.AGAP007046-PA 7227.FBpp0111766
NOG08491:	7227.FBpp0072233 7165.AGAP006918-PA
NOG08492:	7165.AGAP002315-PC 7227.FBpp0084894
NOG08493:	7165.AGAP008680-PG 7227.FBpp0289558
NOG08494:	7227.FBpp0110256 7165.AGAP000798-PA 7165.AGAP002797-PB
NOG08495:	7165.AGAP011395-PA 7227.FBpp0088443
NOG08496:	7165.AGAP002429-PA 7227.FBpp0089324
NOG08497:	7165.AGAP008041-PA 7227.FBpp0074242
NOG08498:	7227.FBpp0081735 7165.AGAP012104-PA
NOG08499:	7227.FBpp0099686 7165.AGAP002437-PA
NOG08500:	7227.FBpp0290550 7165.AGAP004306-PA
NOG08501:	7227.FBpp0070235 7165.AGAP001537-PA
NOG08502:	7165.AGAP008315-PA 7227.FBpp0079234
NOG08503:	7227.FBpp0073280 7165.AGAP002358-PA
NOG08504:	7165.AGAP002116-PA 7227.FBpp0301611
NOG08505:	7165.AGAP003890-PA 7227.FBpp0084144
NOG08506:	7165.AGAP008406-PA 7227.FBpp0078630
NOG08507:	7227.FBpp0075997 7165.AGAP007279-PA
NOG08508:	7165.AGAP009117-PA 7227.FBpp0111941
NOG08509:	7227.FBpp0073076 7165.AGAP002820-PA
NOG08510:	7227.FBpp0075676 7165.AGAP011035-PA
NOG08511:	7165.AGAP011881-PA 7227.FBpp0074686
NOG08512:	7227.FBpp0081483 7165.AGAP009748-PA
NOG08513:	7227.FBpp0303121 7165.AGAP012268-PA
NOG08514:	7227.FBpp0112066 7165.AGAP007332-PA
NOG08515:	7165.AGAP010024-PA 7227.FBpp0304622
NOG08516:	7227.FBpp0300807 7165.AGAP001168-PA
NOG08517:	7227.FBpp0112298 7165.AGAP002186-PA 7227.FBpp0305397
NOG08518:	7165.AGAP003123-PA 7227.FBpp0082982
NOG08519:	7227.FBpp0089182 7165.AGAP005911-PA 7165.AGAP005912-PA
NOG08520:	7165.AGAP006819-PA 7227.FBpp0087661
NOG08521:	7227.FBpp0077578 7165.AGAP007934-PA
NOG08522:	7165.AGAP006363-PA 7227.FBpp0072701
NOG08523:	7165.AGAP005724-PA 7227.FBpp0072716
NOG08524:	7227.FBpp0073669 7165.AGAP004533-PA
NOG08525:	7227.FBpp0077296 7165.AGAP000075-PA
NOG08526:	7165.AGAP009579-PA 7227.FBpp0304633
NOG08527:	7165.AGAP006663-PA 7227.FBpp0081593
NOG08528:	7227.FBpp0085933 7165.AGAP008093-PA
NOG08529:	7165.AGAP006205-PA 7227.FBpp0089153
NOG08530:	7165.AGAP007930-PA 7165.AGAP007932-PA 7165.AGAP007933-PA 7227.FBpp0080524
