##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:55
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/1117.cyanobacteria.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/1117.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:46
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/1117.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:54
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	449447.MAE_31170 1148.SYNGTS_0814
NOG04872:	1148.SYNGTS_0708 449447.MAE_03040
NOG04873:	1148.SYNGTS_0797 449447.MAE_11080
NOG04874:	1148.SYNGTS_1024 449447.MAE_11950
NOG04875:	449447.MAE_06120 1148.SYNGTS_0446
NOG04876:	449447.MAE_03870 1148.SYNGTS_2181
NOG04877:	1148.SYNGTS_1288 449447.MAE_56630
NOG04878:	1148.SYNGTS_2111 449447.MAE_15230
NOG04879:	1148.SYNGTS_3075 449447.MAE_53740
NOG04880:	449447.MAE_51410 1148.SYNGTS_1915
NOG04881:	1148.SYNGTS_2600 449447.MAE_24880
NOG04882:	449447.MAE_13250 1148.SYNGTS_1997
NOG04883:	449447.MAE_09050 1148.SYNGTS_1939
NOG04884:	1148.SYNGTS_1792 449447.MAE_15020
NOG04885:	449447.MAE_19680 1148.SYNGTS_2604
NOG04886:	1148.SYNGTS_1108 449447.MAE_15070
NOG04887:	1148.SYNGTS_2594 449447.MAE_28960
NOG04888:	1148.SYNGTS_0871 449447.MAE_05620
NOG04889:	1148.SYNGTS_1685 449447.MAE_49390
NOG04890:	1148.SYNGTS_1087 449447.MAE_61230
NOG04891:	449447.MAE_53610 1148.SYNGTS_2203
NOG04892:	449447.MAE_42020 1148.SYNGTS_0910
NOG04893:	1148.SYNGTS_2384 449447.MAE_31960
NOG04894:	1148.SYNGTS_0613 449447.MAE_02800
NOG04895:	449447.MAE_61190 1148.SYNGTS_2953
NOG04896:	449447.MAE_45250 1148.SYNGTS_1135
NOG04897:	449447.MAE_57970 1148.SYNGTS_1520
NOG04898:	1148.SYNGTS_2335 449447.MAE_16710
NOG04899:	1148.SYNGTS_2341 449447.MAE_32430
NOG04900:	449447.MAE_19150 1148.SYNGTS_1197
NOG04901:	1148.SYNGTS_0583 449447.MAE_15730
NOG04902:	449447.MAE_00810 1148.SYNGTS_1631
NOG04903:	1148.SYNGTS_2921 449447.MAE_56440
NOG04904:	1148.SYNGTS_2252 449447.MAE_53090
NOG04905:	1148.SYNGTS_0457 449447.MAE_03890
NOG04906:	1148.SYNGTS_0497 449447.MAE_41600
NOG04907:	1148.SYNGTS_0870 449447.MAE_28290
NOG04908:	1148.SYNGTS_1137 449447.MAE_09570
NOG04909:	1148.SYNGTS_1100 449447.MAE_25140
NOG04910:	449447.MAE_10290 1148.SYNGTS_2913
NOG04911:	449447.MAE_36940 1148.SYNGTS_0270
NOG04912:	1148.SYNGTS_1269 449447.MAE_22030
NOG04913:	1148.SYNGTS_2905 449447.MAE_62700
NOG04914:	449447.MAE_12460 1148.SYNGTS_1638
NOG04915:	1148.SYNGTS_2674 449447.MAE_08590
NOG04916:	449447.MAE_61790 1148.SYNGTS_0044
NOG04917:	449447.MAE_02860 1148.SYNGTS_1185
NOG04918:	1148.SYNGTS_0956 449447.MAE_62140
NOG04919:	1148.SYNGTS_2895 449447.MAE_49420
NOG04920:	449447.MAE_54460 1148.SYNGTS_2116
NOG04921:	1148.SYNGTS_1843 449447.MAE_45830
NOG04922:	1148.SYNGTS_0555 449447.MAE_57160
NOG04923:	449447.MAE_14480 1148.SYNGTS_1724
NOG04924:	1148.SYNGTS_0041 449447.MAE_54430
NOG04925:	1148.SYNGTS_0120 449447.MAE_14330
NOG04926:	449447.MAE_23600 1148.SYNGTS_2642
NOG04927:	1148.SYNGTS_2911 449447.MAE_43570
NOG04928:	449447.MAE_52300 1148.SYNGTS_1794
NOG04929:	449447.MAE_16190 1148.SYNGTS_2194
NOG04930:	1148.SYNGTS_2860 449447.MAE_42350
NOG04931:	449447.MAE_23310 1148.SYNGTS_2066
NOG04932:	449447.MAE_08540 1148.SYNGTS_0382
NOG04933:	449447.MAE_02550 1148.SYNGTS_1832
NOG04934:	449447.MAE_48080 1148.SYNGTS_0181
NOG04935:	449447.MAE_46790 1148.SYNGTS_2935
NOG04936:	449447.MAE_57610 1148.SYNGTS_0372
NOG04937:	449447.MAE_58940 1148.SYNGTS_2095
NOG04938:	1148.SYNGTS_0566 449447.MAE_01260
NOG04939:	449447.MAE_41680 1148.SYNGTS_2996
NOG04940:	449447.MAE_28950 1148.SYNGTS_2593
NOG04941:	1148.SYNGTS_3149 449447.MAE_25660
NOG04942:	1148.SYNGTS_2644 449447.MAE_58960
NOG04943:	449447.MAE_42760 1148.SYNGTS_1746
NOG04944:	449447.MAE_39990 1148.SYNGTS_3115
NOG04945:	1148.SYNGTS_1120 449447.MAE_36680
NOG04946:	449447.MAE_32470 1148.SYNGTS_2219
NOG04947:	449447.MAE_32940 1148.SYNGTS_0317
NOG04948:	1148.SYNGTS_1679 449447.MAE_58600
NOG04949:	449447.MAE_43430 1148.SYNGTS_1446
NOG04950:	1148.SYNGTS_2394 449447.MAE_42730
NOG04951:	1148.SYNGTS_2937 449447.MAE_40150
NOG04952:	1148.SYNGTS_1826 449447.MAE_53100
NOG04953:	1148.SYNGTS_0005 449447.MAE_39240
NOG04954:	449447.MAE_19630 1148.SYNGTS_2880
NOG04955:	1148.SYNGTS_2240 449447.MAE_44340
NOG04956:	449447.MAE_02500 1148.SYNGTS_2450
NOG04957:	449447.MAE_53550 1148.SYNGTS_1816
NOG04958:	449447.MAE_19240 1148.SYNGTS_1686
NOG04959:	449447.MAE_54470 1148.SYNGTS_2968
NOG04960:	449447.MAE_28300 1148.SYNGTS_1896
NOG04961:	449447.MAE_06170 1148.SYNGTS_2660
NOG04962:	1148.SYNGTS_1700 449447.MAE_09710
NOG04963:	1148.SYNGTS_2999 449447.MAE_52920
NOG04964:	1148.SYNGTS_1952 449447.MAE_25600
NOG04965:	449447.MAE_39000 1148.SYNGTS_2428
NOG04966:	1148.SYNGTS_2705 449447.MAE_02620
NOG04967:	449447.MAE_57090 1148.SYNGTS_1021
NOG04968:	1148.SYNGTS_0274 449447.MAE_24610
NOG04969:	449447.MAE_35170 1148.SYNGTS_2005
NOG04970:	1148.SYNGTS_0547 449447.MAE_15960
NOG04971:	1148.SYNGTS_2186 449447.MAE_13100
NOG04972:	449447.MAE_33550 1148.SYNGTS_2857
NOG04973:	1148.SYNGTS_1186 449447.MAE_02870
NOG04974:	1148.SYNGTS_2711 449447.MAE_54530
NOG04975:	1148.SYNGTS_0706 449447.MAE_23880
NOG04976:	1148.SYNGTS_1271 449447.MAE_12930
NOG04977:	449447.MAE_28670 1148.SYNGTS_3101
NOG04978:	449447.MAE_50250 1148.SYNGTS_1504
NOG04979:	449447.MAE_28330 1148.SYNGTS_0365
NOG04980:	1148.SYNGTS_2697 449447.MAE_18700
NOG04981:	449447.MAE_36120 1148.SYNGTS_0210
NOG04982:	449447.MAE_22930 1148.SYNGTS_0713
NOG04983:	1148.SYNGTS_3052 449447.MAE_03990
NOG04984:	449447.MAE_34930 1148.SYNGTS_1810
NOG04985:	1148.SYNGTS_0889 449447.MAE_17150
NOG04986:	1148.SYNGTS_2930 449447.MAE_25040
NOG04987:	1148.SYNGTS_0232 449447.MAE_23210
NOG04988:	1148.SYNGTS_0796 449447.MAE_06680
NOG04989:	1148.SYNGTS_2418 449447.MAE_14860
NOG04990:	449447.MAE_14800 1148.SYNGTS_0918
NOG04991:	449447.MAE_28230 1148.SYNGTS_0909
NOG04992:	449447.MAE_12920 1148.SYNGTS_1272
NOG04993:	1148.SYNGTS_0116 449447.MAE_52660
NOG04994:	449447.MAE_35240 1148.SYNGTS_2031
NOG04995:	449447.MAE_06260 1148.SYNGTS_2054
NOG04996:	1148.SYNGTS_1172 449447.MAE_07810 449447.MAE_07800 449447.MAE_15700
NOG04997:	1148.SYNGTS_0579 449447.MAE_49250
NOG04998:	449447.MAE_50420 1148.SYNGTS_2440
NOG04999:	449447.MAE_34920 1148.SYNGTS_1811
NOG05000:	449447.MAE_25020 1148.SYNGTS_1890
NOG05001:	1148.SYNGTS_0826 449447.MAE_59160
NOG05002:	449447.MAE_12250 1148.SYNGTS_1500
NOG05003:	449447.MAE_30440 1148.SYNGTS_0926
NOG05004:	1148.SYNGTS_1672 449447.MAE_41220
NOG05005:	1148.SYNGTS_1527 449447.MAE_23570
NOG05006:	449447.MAE_52210 1148.SYNGTS_2672
NOG05007:	1148.SYNGTS_0182 449447.MAE_48090
NOG05008:	449447.MAE_53990 1148.SYNGTS_1451
NOG05009:	1148.SYNGTS_0837 449447.MAE_46080
NOG05010:	1148.SYNGTS_1035 449447.MAE_34890
NOG05011:	1148.SYNGTS_2598 449447.MAE_16770
NOG05012:	1148.SYNGTS_2850 449447.MAE_55420
NOG05013:	449447.MAE_18870 1148.SYNGTS_0721
NOG05014:	449447.MAE_54360 1148.SYNGTS_1922
NOG05015:	1148.SYNGTS_2868 449447.MAE_25400
NOG05016:	1148.SYNGTS_2199 1148.SYNGTS_2270 449447.MAE_14110 449447.MAE_45170 449447.MAE_59850 449447.MAE_28200 449447.MAE_51740 449447.MAE_09510 449447.MAE_07420 449447.MAE_55050 449447.MAE_20420 449447.MAE_36360 449447.MAE_38960 449447.MAE_25500 449447.MAE_32300 1148.SYNGTS_1469 449447.MAE_56620 1148.SYNGTS_3112 1148.SYNGTS_0042 1148.SYNGTS_0351 449447.MAE_51150 449447.MAE_24650 449447.MAE_53820 449447.MAE_14420 449447.MAE_24010 449447.MAE_38410 1148.SYNGTS_0997 1148.SYNGTS_2779
NOG05017:	1148.SYNGTS_1051 449447.MAE_08000
NOG05018:	1148.SYNGTS_0122 449447.MAE_35070
NOG05019:	449447.MAE_53890 1148.SYNGTS_1038
NOG05020:	449447.MAE_20840 1148.SYNGTS_1138
NOG05021:	449447.MAE_21760 1148.SYNGTS_2998
NOG05022:	1148.SYNGTS_2286 449447.MAE_13090
NOG05023:	449447.MAE_19250 1148.SYNGTS_1043
NOG05024:	1148.SYNGTS_2519 449447.MAE_28930
NOG05025:	1148.SYNGTS_2678 449447.MAE_38320
NOG05026:	449447.MAE_41990 1148.SYNGTS_1856
NOG05027:	1148.SYNGTS_0221 449447.MAE_61890
NOG05028:	1148.SYNGTS_0136 449447.MAE_44810
NOG05029:	1148.SYNGTS_2551 449447.MAE_41380
NOG05030:	1148.SYNGTS_0584 449447.MAE_15720
NOG05031:	1148.SYNGTS_0433 449447.MAE_17450
NOG05032:	1148.SYNGTS_1002 449447.MAE_30040
NOG05033:	449447.MAE_61940 1148.SYNGTS_2382
NOG05034:	449447.MAE_24460 1148.SYNGTS_0656
NOG05035:	1148.SYNGTS_2413 449447.MAE_13360
NOG05036:	1148.SYNGTS_2502 449447.MAE_40370
NOG05037:	449447.MAE_30510 1148.SYNGTS_0811
NOG05038:	1148.SYNGTS_0152 449447.MAE_50820
NOG05039:	1148.SYNGTS_1516 449447.MAE_14210
NOG05040:	449447.MAE_53040 1148.SYNGTS_1260
NOG05041:	1148.SYNGTS_1301 449447.MAE_50680
NOG05042:	449447.MAE_16560 1148.SYNGTS_2402
NOG05043:	449447.MAE_03820 1148.SYNGTS_0434
NOG05044:	1148.SYNGTS_2578 449447.MAE_39190
NOG05045:	449447.MAE_18430 1148.SYNGTS_2267
NOG05046:	449447.MAE_50700 1148.SYNGTS_1401
NOG05047:	449447.MAE_45950 1148.SYNGTS_2562
NOG05048:	449447.MAE_13870 449447.MAE_14030 449447.MAE_13500 1148.SYNGTS_3047
NOG05049:	449447.MAE_61330 1148.SYNGTS_0507
NOG05050:	449447.MAE_46780 1148.SYNGTS_0155
NOG05051:	1148.SYNGTS_1854 449447.MAE_09040
NOG05052:	449447.MAE_02560 1148.SYNGTS_1831
NOG05053:	449447.MAE_44350 1148.SYNGTS_2159
NOG05054:	449447.MAE_60960 1148.SYNGTS_1131
NOG05055:	1148.SYNGTS_2554 449447.MAE_25680
NOG05056:	449447.MAE_06920 1148.SYNGTS_2048
NOG05057:	1148.SYNGTS_2675 449447.MAE_42920
NOG05058:	449447.MAE_22150 1148.SYNGTS_1917
NOG05059:	1148.SYNGTS_1420 449447.MAE_04680
NOG05060:	1148.SYNGTS_0938 449447.MAE_39210
NOG05061:	1148.SYNGTS_2582 449447.MAE_23070
NOG05062:	1148.SYNGTS_3110 449447.MAE_17200
NOG05063:	1148.SYNGTS_0039 449447.MAE_32040
NOG05064:	1148.SYNGTS_0417 449447.MAE_57840
NOG05065:	449447.MAE_18650 1148.SYNGTS_2883
NOG05066:	1148.SYNGTS_1596 449447.MAE_23180
NOG05067:	1148.SYNGTS_2183 449447.MAE_01990
NOG05068:	1148.SYNGTS_0061 449447.MAE_41360
NOG05069:	1148.SYNGTS_1582 449447.MAE_38990
NOG05070:	449447.MAE_53430 1148.SYNGTS_1633
NOG05071:	1148.SYNGTS_2700 449447.MAE_38850
NOG05072:	1148.SYNGTS_2060 449447.MAE_36540
NOG05073:	449447.MAE_31730 1148.SYNGTS_3054
NOG05074:	1148.SYNGTS_2379 449447.MAE_18390
NOG05075:	1148.SYNGTS_2965 449447.MAE_36480
NOG05076:	1148.SYNGTS_2272 449447.MAE_09780
NOG05077:	449447.MAE_32190 1148.SYNGTS_1584
NOG05078:	1148.SYNGTS_2141 449447.MAE_15220
NOG05079:	1148.SYNGTS_0074 449447.MAE_05250
NOG05080:	1148.SYNGTS_0408 449447.MAE_28940
NOG05081:	449447.MAE_31260 1148.SYNGTS_1310
NOG05082:	449447.MAE_28150 1148.SYNGTS_3108
NOG05083:	1148.SYNGTS_2928 449447.MAE_31480
NOG05084:	1148.SYNGTS_1438 449447.MAE_56760
NOG05085:	1148.SYNGTS_1199 449447.MAE_59750
NOG05086:	449447.MAE_16760 1148.SYNGTS_2610
NOG05087:	449447.MAE_18620 1148.SYNGTS_2404
NOG05088:	449447.MAE_39260 1148.SYNGTS_1989
NOG05089:	449447.MAE_57310 1148.SYNGTS_0763
NOG05090:	449447.MAE_17700 1148.SYNGTS_0990
NOG05091:	449447.MAE_19270 1148.SYNGTS_0479
NOG05092:	449447.MAE_51170 1148.SYNGTS_2566
NOG05093:	449447.MAE_49130 1148.SYNGTS_0245
NOG05094:	1148.SYNGTS_0948 449447.MAE_20520
NOG05095:	1148.SYNGTS_1198 449447.MAE_41250
NOG05096:	1148.SYNGTS_0007 449447.MAE_29910
NOG05097:	1148.SYNGTS_0894 449447.MAE_07370
NOG05098:	449447.MAE_55560 1148.SYNGTS_2369
NOG05099:	449447.MAE_18290 1148.SYNGTS_1263
NOG05100:	1148.SYNGTS_2165 449447.MAE_21960
NOG05101:	1148.SYNGTS_2115 449447.MAE_01140
NOG05102:	449447.MAE_54070 1148.SYNGTS_2303
NOG05103:	449447.MAE_18940 1148.SYNGTS_1152
NOG05104:	449447.MAE_55590 1148.SYNGTS_1209
NOG05105:	1148.SYNGTS_0890 449447.MAE_46480
NOG05106:	1148.SYNGTS_0614 449447.MAE_06360
NOG05107:	1148.SYNGTS_2405 449447.MAE_06250
NOG05108:	1148.SYNGTS_0917 449447.MAE_14790
NOG05109:	1148.SYNGTS_0068 449447.MAE_15400
NOG05110:	1148.SYNGTS_2407 449447.MAE_51130
NOG05111:	449447.MAE_02020 1148.SYNGTS_1329
NOG05112:	449447.MAE_09540 1148.SYNGTS_2507
NOG05113:	1148.SYNGTS_1046 449447.MAE_00230
NOG05114:	449447.MAE_20020 1148.SYNGTS_2844
NOG05115:	1148.SYNGTS_2176 449447.MAE_35560
NOG05116:	1148.SYNGTS_1449 449447.MAE_36740
NOG05117:	1148.SYNGTS_0135 449447.MAE_44820
NOG05118:	449447.MAE_59060 1148.SYNGTS_2599
NOG05119:	1148.SYNGTS_2254 449447.MAE_48900
NOG05120:	449447.MAE_32660 1148.SYNGTS_1864
NOG05121:	1148.SYNGTS_2205 449447.MAE_52130
NOG05122:	449447.MAE_48820 1148.SYNGTS_2548
NOG05123:	449447.MAE_28910 1148.SYNGTS_0260
NOG05124:	1148.SYNGTS_0959 449447.MAE_07270
NOG05125:	1148.SYNGTS_1050 449447.MAE_07990
NOG05126:	1148.SYNGTS_1987 449447.MAE_30550
NOG05127:	449447.MAE_15850 1148.SYNGTS_3077
NOG05128:	1148.SYNGTS_2128 449447.MAE_57530
NOG05129:	449447.MAE_33590 1148.SYNGTS_2129
NOG05130:	1148.SYNGTS_0967 449447.MAE_45750
NOG05131:	449447.MAE_42600 1148.SYNGTS_0407
NOG05132:	1148.SYNGTS_1136 449447.MAE_25790
NOG05133:	449447.MAE_01310 1148.SYNGTS_2520
NOG05134:	449447.MAE_21740 1148.SYNGTS_3069
NOG05135:	1148.SYNGTS_2897 449447.MAE_49440
NOG05136:	449447.MAE_58230 1148.SYNGTS_1662
NOG05137:	1148.SYNGTS_0391 449447.MAE_38790
NOG05138:	449447.MAE_00300 1148.SYNGTS_1985
NOG05139:	1148.SYNGTS_1231 449447.MAE_48350
NOG05140:	1148.SYNGTS_2081 449447.MAE_42830
NOG05141:	1148.SYNGTS_2097 449447.MAE_44490
NOG05142:	449447.MAE_17190 1148.SYNGTS_2246
NOG05143:	1148.SYNGTS_0205 449447.MAE_48270
NOG05144:	1148.SYNGTS_0369 449447.MAE_09480
NOG05145:	449447.MAE_24820 1148.SYNGTS_0476
NOG05146:	1148.SYNGTS_1510 449447.MAE_37480
NOG05147:	449447.MAE_15950 1148.SYNGTS_0548
NOG05148:	1148.SYNGTS_1190 449447.MAE_32950
NOG05149:	449447.MAE_54350 1148.SYNGTS_1590
NOG05150:	449447.MAE_47270 1148.SYNGTS_2431
NOG05151:	449447.MAE_21530 1148.SYNGTS_0697
NOG05152:	1148.SYNGTS_2287 449447.MAE_56930
NOG05153:	449447.MAE_06740 1148.SYNGTS_1739
NOG05154:	1148.SYNGTS_2684 449447.MAE_12370
NOG05155:	1148.SYNGTS_1945 449447.MAE_39020
NOG05156:	1148.SYNGTS_1784 449447.MAE_44860
NOG05157:	449447.MAE_00540 1148.SYNGTS_2478
NOG05158:	449447.MAE_16790 1148.SYNGTS_2444
NOG05159:	1148.SYNGTS_1349 449447.MAE_36160
NOG05160:	449447.MAE_02480 1148.SYNGTS_0998
NOG05161:	1148.SYNGTS_0233 449447.MAE_12690
NOG05162:	449447.MAE_18490 1148.SYNGTS_0798
NOG05163:	449447.MAE_51380 1148.SYNGTS_2266
NOG05164:	449447.MAE_28170 1148.SYNGTS_1285
NOG05165:	1148.SYNGTS_2985 449447.MAE_61240
NOG05166:	1148.SYNGTS_2799 449447.MAE_25330
NOG05167:	1148.SYNGTS_0628 449447.MAE_46880
NOG05168:	1148.SYNGTS_2156 449447.MAE_14680
NOG05169:	1148.SYNGTS_2859 449447.MAE_31350
NOG05170:	1148.SYNGTS_0744 449447.MAE_19610
NOG05171:	449447.MAE_46810 1148.SYNGTS_2979
NOG05172:	449447.MAE_57180 1148.SYNGTS_1996
NOG05173:	1148.SYNGTS_1694 449447.MAE_16870
NOG05174:	1148.SYNGTS_2374 449447.MAE_18340
NOG05175:	449447.MAE_28040 1148.SYNGTS_2324
NOG05176:	449447.MAE_11400 449447.MAE_11320 449447.MAE_11350 1148.SYNGTS_0925
NOG05177:	449447.MAE_44940 1148.SYNGTS_1571
NOG05178:	449447.MAE_36580 449447.MAE_36560 1148.SYNGTS_1591
NOG05179:	449447.MAE_26040 1148.SYNGTS_2044
NOG05180:	449447.MAE_29860 1148.SYNGTS_0368
NOG05181:	449447.MAE_24150 1148.SYNGTS_2334
NOG05182:	449447.MAE_31560 1148.SYNGTS_2946
NOG05183:	449447.MAE_17160 1148.SYNGTS_2245
NOG05184:	1148.SYNGTS_0966 449447.MAE_61980
NOG05185:	1148.SYNGTS_2873 449447.MAE_11870
NOG05186:	449447.MAE_30180 1148.SYNGTS_0314
NOG05187:	449447.MAE_01230 1148.SYNGTS_0592
NOG05188:	1148.SYNGTS_0700 449447.MAE_06780
NOG05189:	449447.MAE_39700 1148.SYNGTS_2611
NOG05190:	1148.SYNGTS_2912 449447.MAE_41400
NOG05191:	1148.SYNGTS_2396 449447.MAE_49890
NOG05192:	1148.SYNGTS_2947 449447.MAE_31550
NOG05193:	449447.MAE_58400 1148.SYNGTS_2845
NOG05194:	449447.MAE_16060 1148.SYNGTS_2879
NOG05195:	1148.SYNGTS_2464 449447.MAE_40900
NOG05196:	1148.SYNGTS_2235 449447.MAE_06900
NOG05197:	1148.SYNGTS_0629 449447.MAE_59730
NOG05198:	1148.SYNGTS_1284 449447.MAE_61680
NOG05199:	449447.MAE_57420 1148.SYNGTS_0774
NOG05200:	1148.SYNGTS_1706 449447.MAE_06690
NOG05201:	449447.MAE_37800 1148.SYNGTS_1966
NOG05202:	1148.SYNGTS_0403 449447.MAE_17670
NOG05203:	449447.MAE_01870 1148.SYNGTS_2890
NOG05204:	1148.SYNGTS_0220 449447.MAE_17560
NOG05205:	449447.MAE_28180 1148.SYNGTS_1141
NOG05206:	1148.SYNGTS_0173 449447.MAE_35550
NOG05207:	449447.MAE_24200 1148.SYNGTS_1907
NOG05208:	1148.SYNGTS_1366 449447.MAE_08870
NOG05209:	1148.SYNGTS_2807 449447.MAE_38160
NOG05210:	1148.SYNGTS_2659 449447.MAE_55440
NOG05211:	1148.SYNGTS_2292 449447.MAE_52600
NOG05212:	449447.MAE_52830 1148.SYNGTS_1839
NOG05213:	449447.MAE_57710 449447.MAE_11410 449447.MAE_57680 449447.MAE_57690 449447.MAE_11360 449447.MAE_53020 1148.SYNGTS_0891 449447.MAE_53030
NOG05214:	1148.SYNGTS_2991 449447.MAE_28430
NOG05215:	1148.SYNGTS_1519 449447.MAE_57940
NOG05216:	1148.SYNGTS_2058 449447.MAE_17090
NOG05217:	449447.MAE_29930 1148.SYNGTS_0419
NOG05218:	449447.MAE_06730 1148.SYNGTS_1958
NOG05219:	449447.MAE_07560 1148.SYNGTS_0442
NOG05220:	449447.MAE_45800 1148.SYNGTS_0410
NOG05221:	449447.MAE_44320 1148.SYNGTS_0281
NOG05222:	1148.SYNGTS_0138 449447.MAE_47420
NOG05223:	1148.SYNGTS_1936 449447.MAE_57820
NOG05224:	449447.MAE_21610 1148.SYNGTS_2257
NOG05225:	1148.SYNGTS_2068 449447.MAE_18450
NOG05226:	449447.MAE_28400 1148.SYNGTS_1848
NOG05227:	449447.MAE_49040 1148.SYNGTS_1564
NOG05228:	1148.SYNGTS_2906 449447.MAE_62690
NOG05229:	1148.SYNGTS_1095 449447.MAE_44630
NOG05230:	1148.SYNGTS_0591 449447.MAE_48880
NOG05231:	449447.MAE_21770 1148.SYNGTS_2333
NOG05232:	449447.MAE_43690 1148.SYNGTS_3067
NOG05233:	449447.MAE_36620 1148.SYNGTS_0845
NOG05234:	449447.MAE_02350 1148.SYNGTS_0208
NOG05235:	1148.SYNGTS_1708 449447.MAE_11760
NOG05236:	1148.SYNGTS_2307 449447.MAE_15130
NOG05237:	1148.SYNGTS_2328 449447.MAE_04080
NOG05238:	1148.SYNGTS_2185 449447.MAE_33560
NOG05239:	1148.SYNGTS_1134 449447.MAE_28100
NOG05240:	1148.SYNGTS_1447 449447.MAE_44410
NOG05241:	1148.SYNGTS_2806 1148.SYNGTS_0599 449447.MAE_53900
NOG05242:	449447.MAE_24040 1148.SYNGTS_0315
NOG05243:	449447.MAE_39050 1148.SYNGTS_1041
NOG05244:	1148.SYNGTS_0794 449447.MAE_23500 1148.SYNGTS_3026
NOG05245:	449447.MAE_48850 1148.SYNGTS_0638
NOG05246:	1148.SYNGTS_0666 449447.MAE_13410
NOG05247:	449447.MAE_00180 1148.SYNGTS_2019
NOG05248:	449447.MAE_28190 1148.SYNGTS_0850
NOG05249:	1148.SYNGTS_0500 449447.MAE_58740
NOG05250:	1148.SYNGTS_2345 449447.MAE_12260
NOG05251:	1148.SYNGTS_0535 449447.MAE_20780
NOG05252:	449447.MAE_08200 1148.SYNGTS_1961
NOG05253:	449447.MAE_05860 1148.SYNGTS_2898
NOG05254:	449447.MAE_57240 1148.SYNGTS_0756
NOG05255:	1148.SYNGTS_2910 449447.MAE_31370
NOG05256:	1148.SYNGTS_0247 449447.MAE_48950
NOG05257:	449447.MAE_02840 1148.SYNGTS_0671
NOG05258:	449447.MAE_52510 1148.SYNGTS_0748
NOG05259:	449447.MAE_34010 1148.SYNGTS_3063
NOG05260:	449447.MAE_62250 1148.SYNGTS_1780
NOG05261:	449447.MAE_31690 1148.SYNGTS_0633
NOG05262:	449447.MAE_23300 1148.SYNGTS_0111
NOG05263:	449447.MAE_04030 1148.SYNGTS_1668
NOG05264:	449447.MAE_15330 1148.SYNGTS_0150
NOG05265:	449447.MAE_57790 1148.SYNGTS_1728
NOG05266:	1148.SYNGTS_2437 449447.MAE_42300
NOG05267:	1148.SYNGTS_1112 449447.MAE_36300
NOG05268:	1148.SYNGTS_2182 449447.MAE_03860
NOG05269:	1148.SYNGTS_3029 449447.MAE_23520
NOG05270:	449447.MAE_24270 1148.SYNGTS_0241
NOG05271:	449447.MAE_47990 1148.SYNGTS_0283
NOG05272:	1148.SYNGTS_1851 449447.MAE_24240
NOG05273:	449447.MAE_60410 1148.SYNGTS_1391
NOG05274:	449447.MAE_42370 1148.SYNGTS_0695
NOG05275:	1148.SYNGTS_1954 449447.MAE_13710
NOG05276:	449447.MAE_21450 1148.SYNGTS_2941
NOG05277:	449447.MAE_41260 1148.SYNGTS_2605
NOG05278:	449447.MAE_11820 1148.SYNGTS_1941
NOG05279:	449447.MAE_23700 1148.SYNGTS_0684
NOG05280:	1148.SYNGTS_3104 449447.MAE_06590
NOG05281:	449447.MAE_07970 1148.SYNGTS_0829
NOG05282:	449447.MAE_45880 1148.SYNGTS_2273
NOG05283:	449447.MAE_06880 1148.SYNGTS_2510
NOG05284:	1148.SYNGTS_0892 449447.MAE_31930
NOG05285:	449447.MAE_37830 1148.SYNGTS_0190
NOG05286:	449447.MAE_50490 1148.SYNGTS_0991
NOG05287:	1148.SYNGTS_1217 449447.MAE_49220
NOG05288:	1148.SYNGTS_2285 449447.MAE_58420
NOG05289:	449447.MAE_06810 1148.SYNGTS_2575
NOG05290:	1148.SYNGTS_1553 449447.MAE_41170
NOG05291:	449447.MAE_56670 1148.SYNGTS_2331
NOG05292:	1148.SYNGTS_2954 449447.MAE_21640
NOG05293:	449447.MAE_52870 1148.SYNGTS_3010
NOG05294:	1148.SYNGTS_0768 449447.MAE_57360
NOG05295:	449447.MAE_08830 1148.SYNGTS_0121
NOG05296:	449447.MAE_32440 1148.SYNGTS_0932
NOG05297:	1148.SYNGTS_1289 449447.MAE_01950
NOG05298:	1148.SYNGTS_0600 449447.MAE_30030
NOG05299:	449447.MAE_01080 1148.SYNGTS_1523
NOG05300:	1148.SYNGTS_2133 449447.MAE_15840
NOG05301:	449447.MAE_45330 1148.SYNGTS_1963
NOG05302:	449447.MAE_60800 1148.SYNGTS_2188
NOG05303:	449447.MAE_31270 1148.SYNGTS_1312
NOG05304:	1148.SYNGTS_1530 449447.MAE_53230
NOG05305:	449447.MAE_28320 1148.SYNGTS_1521 449447.MAE_28310
