##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:52
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/418101.plasmodia.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/418101.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:54
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/418101.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:52
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	352914.XP_725878.1 5821.PBANKA_122380
NOG06120:	5821.PBANKA_140780 352914.XP_730195.1
NOG06121:	352914.XP_729967.1 5821.PBANKA_010170
NOG06122:	5821.PBANKA_030710 352914.XP_727102.1
NOG06123:	5821.PBANKA_135570 352914.XP_728958.1
NOG06124:	352914.XP_725820.1 5821.PBANKA_143300
NOG06125:	5821.PBANKA_051970 352914.XP_728261.1
NOG06126:	5821.PBANKA_136070 352914.XP_726661.1
NOG06127:	352914.XP_725897.1 5821.PBANKA_060030 352914.XP_727175.1 352914.XP_726059.1 352914.XP_727235.1
NOG06128:	5821.PBANKA_143510 352914.XP_729609.1
NOG06129:	5821.PBANKA_135690 352914.XP_726099.1
NOG06130:	5821.PBANKA_130060 352914.XP_726025.1
NOG06131:	5821.PBANKA_041630 352914.XP_725492.1
NOG06132:	5821.PBANKA_082510 352914.XP_725627.1
NOG06133:	352914.XP_726069.1 5821.PBANKA_030410
NOG06134:	5821.PBANKA_101240 352914.XP_725278.1
NOG06135:	5821.PBANKA_091750 352914.XP_727129.1
NOG06136:	5821.PBANKA_133210 352914.XP_724647.1
NOG06137:	352914.XP_726382.1 5821.PBANKA_144060
NOG06138:	352914.XP_724876.1 5821.PBANKA_051580
NOG06139:	5821.PBANKA_145960 352914.XP_724075.1
NOG06140:	5821.PBANKA_092660 352914.XP_726633.1
NOG06141:	5821.PBANKA_113730 352914.XP_728651.1
NOG06142:	5821.PBANKA_143670 352914.XP_728860.1
NOG06143:	5821.PBANKA_103480 352914.XP_730354.1
NOG06144:	5821.PBANKA_090550 352914.XP_729815.1
NOG06145:	352914.XP_724080.1 5821.PBANKA_124100
NOG06146:	5821.PBANKA_141500 352914.XP_731231.1
NOG06147:	352914.XP_726869.1 5821.PBANKA_140660
NOG06148:	5821.PBANKA_020080 5821.PBANKA_020100 352914.XP_725735.1 352914.XP_726276.1 352914.XP_729386.1
NOG06149:	352914.XP_726188.1 5821.PBANKA_100480
NOG06150:	352914.XP_730865.1 5821.PBANKA_030490
NOG06151:	352914.XP_725017.1 5821.PBANKA_132550
NOG06152:	5821.PBANKA_092300 352914.XP_727223.1
NOG06153:	5821.PBANKA_134720 352914.XP_726229.1
NOG06154:	352914.XP_729581.1 5821.PBANKA_141710
NOG06155:	352914.XP_727132.1 5821.PBANKA_133970
NOG06156:	5821.PBANKA_145340 352914.XP_726930.1
NOG06157:	5821.PBANKA_080550 352914.XP_729159.1
NOG06158:	5821.PBANKA_141060 352914.XP_725958.1
NOG06159:	5821.PBANKA_030390 352914.XP_725438.1
NOG06160:	5821.PBANKA_040480 352914.XP_725739.1
NOG06161:	352914.XP_725516.1 5821.PBANKA_100390
NOG06162:	352914.XP_729262.1 5821.PBANKA_145540
NOG06163:	352914.XP_730285.1 5821.PBANKA_090150
NOG06164:	5821.PBANKA_060630 352914.XP_724421.1
NOG06165:	352914.XP_730107.1 5821.PBANKA_100600
NOG06166:	352914.XP_723828.1 5821.PBANKA_121050
NOG06167:	5821.PBANKA_100660 352914.XP_724806.1
NOG06168:	352914.XP_725601.1 5821.PBANKA_082410
NOG06169:	352914.XP_725822.1 5821.PBANKA_082550
NOG06170:	5821.PBANKA_093590 352914.XP_723919.1
NOG06171:	352914.XP_728397.1 5821.PBANKA_134220
NOG06172:	5821.PBANKA_050310 352914.XP_730378.1
NOG06173:	5821.PBANKA_100870 352914.XP_725750.1
NOG06174:	352914.XP_731192.1 5821.PBANKA_110110
NOG06175:	352914.XP_724960.1 5821.PBANKA_031360
NOG06176:	5821.PBANKA_114530 352914.XP_730823.1
NOG06177:	5821.PBANKA_111450 352914.XP_731217.1
NOG06178:	5821.PBANKA_021480 352914.XP_727897.1
NOG06179:	352914.XP_724476.1 5821.PBANKA_114430
NOG06180:	5821.PBANKA_061380 352914.XP_728295.1
NOG06181:	352914.XP_724685.1 5821.PBANKA_010870
NOG06182:	352914.XP_729152.1 5821.PBANKA_102890
NOG06183:	5821.PBANKA_113290 352914.XP_730888.1
NOG06184:	5821.PBANKA_081150 352914.XP_725999.1
NOG06185:	352914.XP_726180.1 5821.PBANKA_144300
NOG06186:	352914.XP_729003.1 5821.PBANKA_145680
NOG06187:	5821.PBANKA_083550 352914.XP_725670.1
NOG06188:	352914.XP_729165.1 5821.PBANKA_080490
NOG06189:	5821.PBANKA_141660 352914.XP_724004.1
NOG06190:	352914.XP_729231.1 5821.PBANKA_062320
NOG06191:	352914.XP_725722.1 5821.PBANKA_060230
NOG06192:	5821.PBANKA_133520 352914.XP_725806.1
NOG06193:	352914.XP_730159.1 5821.PBANKA_060920
NOG06194:	5821.PBANKA_131250 352914.XP_725524.1
NOG06195:	352914.XP_726094.1 5821.PBANKA_010430
NOG06196:	352914.XP_729047.1 5821.PBANKA_134210
NOG06197:	352914.XP_724939.1 5821.PBANKA_121410
NOG06198:	352914.XP_730814.1 5821.PBANKA_133170
NOG06199:	352914.XP_729145.1 5821.PBANKA_135430
NOG06200:	5821.PBANKA_010050 352914.XP_726710.1
NOG06201:	352914.XP_729143.1 5821.PBANKA_135440
NOG06202:	5821.PBANKA_123760 352914.XP_727712.1
NOG06203:	5821.PBANKA_052470 352914.XP_725145.1
NOG06204:	5821.PBANKA_051980 352914.XP_728260.1
NOG06205:	352914.XP_730808.1 5821.PBANKA_071860
NOG06206:	5821.PBANKA_081280 352914.XP_731430.1
NOG06207:	352914.XP_725028.1 5821.PBANKA_113190
NOG06208:	352914.XP_727187.1 5821.PBANKA_021000
NOG06209:	5821.PBANKA_080760 352914.XP_727394.1
NOG06210:	352914.XP_727681.1 5821.PBANKA_091890
NOG06211:	5821.PBANKA_130950 352914.XP_726027.1
NOG06212:	352914.XP_728623.1 5821.PBANKA_101170
NOG06213:	352914.XP_726777.1 5821.PBANKA_101340
NOG06214:	5821.PBANKA_081660 352914.XP_728393.1
NOG06215:	352914.XP_730267.1 5821.PBANKA_081550
NOG06216:	5821.PBANKA_121540 352914.XP_723699.1
NOG06217:	5821.PBANKA_052030 352914.XP_724099.1
NOG06218:	5821.PBANKA_121660 352914.XP_723854.1
NOG06219:	352914.XP_729797.1 5821.PBANKA_111570
NOG06220:	5821.PBANKA_070600 352914.XP_731091.1
NOG06221:	352914.XP_724469.1 5821.PBANKA_020070 5821.PBANKA_000550
NOG06222:	352914.XP_727361.1 5821.PBANKA_114300
NOG06223:	352914.XP_723659.1 5821.PBANKA_050730
NOG06224:	352914.XP_730249.1 5821.PBANKA_020270
NOG06225:	5821.PBANKA_102250 352914.XP_726217.1
NOG06226:	352914.XP_724544.1 5821.PBANKA_140720
NOG06227:	5821.PBANKA_120350 352914.XP_730938.1
NOG06228:	5821.PBANKA_050200 352914.XP_730548.1
NOG06229:	5821.PBANKA_081430 352914.XP_725211.1
NOG06230:	352914.XP_725665.1 5821.PBANKA_111640
NOG06231:	5821.PBANKA_091160 352914.XP_728945.1
NOG06232:	352914.XP_726607.1 5821.PBANKA_132200
NOG06233:	352914.XP_726190.1 5821.PBANKA_100460
NOG06234:	5821.PBANKA_141780 352914.XP_724811.1
NOG06235:	352914.XP_726063.1 5821.PBANKA_140440
NOG06236:	5821.PBANKA_135630 352914.XP_725954.1
NOG06237:	352914.XP_726605.1 5821.PBANKA_110240
NOG06238:	5821.PBANKA_081850 352914.XP_726666.1
NOG06239:	352914.XP_729755.1 5821.PBANKA_132350
NOG06240:	352914.XP_725623.1 5821.PBANKA_102440
NOG06241:	5821.PBANKA_094280 352914.XP_730255.1
NOG06242:	352914.XP_729141.1 5821.PBANKA_135460
NOG06243:	352914.XP_725190.1 5821.PBANKA_143380
NOG06244:	352914.XP_728218.1 5821.PBANKA_120240
NOG06245:	5821.PBANKA_041040 352914.XP_729518.1
NOG06246:	5821.PBANKA_050870 352914.XP_725384.1
NOG06247:	5821.PBANKA_100800 352914.XP_730179.1
NOG06248:	352914.XP_729941.1 5821.PBANKA_070670
NOG06249:	5821.PBANKA_112560 352914.XP_724971.1
NOG06250:	5821.PBANKA_052290 352914.XP_725531.1
NOG06251:	352914.XP_729736.1 5821.PBANKA_130980
NOG06252:	352914.XP_730891.1 5821.PBANKA_110510
NOG06253:	5821.PBANKA_113630 352914.XP_727923.1
NOG06254:	352914.XP_724564.1 5821.PBANKA_133600
NOG06255:	352914.XP_729671.1 5821.PBANKA_060490
NOG06256:	5821.PBANKA_103440 352914.XP_727654.1
NOG06257:	352914.XP_729345.1 5821.PBANKA_113460
NOG06258:	352914.XP_730858.1 5821.PBANKA_082790
NOG06259:	352914.XP_729794.1 5821.PBANKA_010820
NOG06260:	352914.XP_728972.1 5821.PBANKA_031500
NOG06261:	352914.XP_731372.1 5821.PBANKA_094080
NOG06262:	352914.XP_730925.1 5821.PBANKA_124570
NOG06263:	352914.XP_727954.1 5821.PBANKA_114330
NOG06264:	5821.PBANKA_130960 352914.XP_726486.1
NOG06265:	352914.XP_726365.1 5821.PBANKA_092860
NOG06266:	352914.XP_731117.1 5821.PBANKA_051630
NOG06267:	5821.PBANKA_111150 352914.XP_728077.1
NOG06268:	5821.PBANKA_122440 352914.XP_725026.1
NOG06269:	5821.PBANKA_093120 352914.XP_725815.1
NOG06270:	5821.PBANKA_050070 352914.XP_727293.1 5821.PBANKA_020065.1 352914.XP_730757.1 352914.XP_725258.1 5821.PBANKA_130035.1 352914.XP_727565.1 5821.PBANKA_110075.1
NOG06271:	352914.XP_729439.1 5821.PBANKA_132670
NOG06272:	352914.XP_727714.1 5821.PBANKA_141420
NOG06273:	352914.XP_729828.1 5821.PBANKA_131420
NOG06274:	352914.XP_727986.1 5821.PBANKA_120620
NOG06275:	5821.PBANKA_094120 352914.XP_723978.1
NOG06276:	352914.XP_729540.1 5821.PBANKA_080940
NOG06277:	352914.XP_727482.1 5821.PBANKA_110480
NOG06278:	352914.XP_728246.1 5821.PBANKA_040100
NOG06279:	5821.PBANKA_010280 352914.XP_725905.1
NOG06280:	5821.PBANKA_123630 352914.XP_729118.1
NOG06281:	5821.PBANKA_050300 352914.XP_730377.1
NOG06282:	5821.PBANKA_090130 352914.XP_726544.1
NOG06283:	5821.PBANKA_141960 352914.XP_726948.1
NOG06284:	5821.PBANKA_081740 352914.XP_728315.1
NOG06285:	5821.PBANKA_133730 352914.XP_727596.1
NOG06286:	5821.PBANKA_021230 352914.XP_729039.1
NOG06287:	352914.XP_724653.1 5821.PBANKA_071890
NOG06288:	352914.XP_726290.1 5821.PBANKA_070230
NOG06289:	352914.XP_727442.1 5821.PBANKA_134280
NOG06290:	5821.PBANKA_091900 352914.XP_727682.1
NOG06291:	352914.XP_724608.1 5821.PBANKA_051780
NOG06292:	352914.XP_725298.1 5821.PBANKA_142880
NOG06293:	5821.PBANKA_120370 352914.XP_729015.1
NOG06294:	352914.XP_730133.1 5821.PBANKA_020690
NOG06295:	5821.PBANKA_052140 352914.XP_726913.1
NOG06296:	5821.PBANKA_113080 352914.XP_730221.1
NOG06297:	5821.PBANKA_113000 352914.XP_724988.1
NOG06298:	5821.PBANKA_141020 352914.XP_730736.1
NOG06299:	5821.PBANKA_060250 352914.XP_726453.1
NOG06300:	352914.XP_729675.1 5821.PBANKA_134760
NOG06301:	5821.PBANKA_041830 352914.XP_729629.1
NOG06302:	352914.XP_730524.1 5821.PBANKA_142070
NOG06303:	5821.PBANKA_101420 352914.XP_728993.1
NOG06304:	352914.XP_728134.1 5821.PBANKA_060300
NOG06305:	5821.PBANKA_142150 352914.XP_729028.1
NOG06306:	5821.PBANKA_010410 352914.XP_726092.1
NOG06307:	352914.XP_729062.1 5821.PBANKA_136250
NOG06308:	5821.PBANKA_092040 352914.XP_730661.1
NOG06309:	5821.PBANKA_123270 352914.XP_729402.1
NOG06310:	352914.XP_730913.1 5821.PBANKA_021270
NOG06311:	352914.XP_724628.1 5821.PBANKA_123190
NOG06312:	352914.XP_723921.1 5821.PBANKA_010360
NOG06313:	5821.PBANKA_040780 352914.XP_730853.1
NOG06314:	5821.PBANKA_091880 352914.XP_726160.1
NOG06315:	5821.PBANKA_130880 352914.XP_723900.1
NOG06316:	5821.PBANKA_131480 352914.XP_725803.1
NOG06317:	5821.PBANKA_123920 352914.XP_727043.1
NOG06318:	5821.PBANKA_134460 352914.XP_729093.1
NOG06319:	352914.XP_731204.1 5821.PBANKA_143700
NOG06320:	352914.XP_723876.1 5821.PBANKA_070950
NOG06321:	5821.PBANKA_010100 352914.XP_729689.1
NOG06322:	5821.PBANKA_010680 352914.XP_731002.1
NOG06323:	352914.XP_723934.1 5821.PBANKA_124180
NOG06324:	5821.PBANKA_134630 352914.XP_724567.1
NOG06325:	5821.PBANKA_146100 352914.XP_729350.1
NOG06326:	5821.PBANKA_000260 352914.XP_726741.1 352914.XP_723730.1 5821.PBANKA_021620 5821.PBANKA_072290 352914.XP_726332.1 5821.PBANKA_031690
NOG06327:	352914.XP_729983.1 5821.PBANKA_101720
NOG06328:	352914.XP_725029.1 5821.PBANKA_113200
NOG06329:	352914.XP_727009.1 5821.PBANKA_136160
NOG06330:	352914.XP_729354.1 5821.PBANKA_144560
NOG06331:	352914.XP_725932.1 5821.PBANKA_051840
NOG06332:	352914.XP_724292.1 5821.PBANKA_093430
NOG06333:	5821.PBANKA_121870 352914.XP_729460.1
NOG06334:	352914.XP_724342.1 5821.PBANKA_100730
NOG06335:	352914.XP_728879.1 5821.PBANKA_041770
NOG06336:	5821.PBANKA_123440 352914.XP_726375.1
NOG06337:	352914.XP_729547.1 5821.PBANKA_093710
NOG06338:	352914.XP_729562.1 5821.PBANKA_134830
NOG06339:	352914.XP_725166.1 5821.PBANKA_050620
NOG06340:	5821.PBANKA_040360 352914.XP_727703.1
NOG06341:	5821.PBANKA_132870 352914.XP_729122.1
NOG06342:	352914.XP_725489.1 5821.PBANKA_102390
NOG06343:	5821.PBANKA_101470 352914.XP_728998.1
NOG06344:	5821.PBANKA_142280 352914.XP_725881.1
NOG06345:	5821.PBANKA_100920 352914.XP_726055.1
NOG06346:	352914.XP_726931.1 5821.PBANKA_145330
NOG06347:	5821.PBANKA_093920 352914.XP_728472.1
NOG06348:	5821.PBANKA_121970 352914.XP_728527.1
NOG06349:	352914.XP_727470.1 5821.PBANKA_020580
NOG06350:	5821.PBANKA_011160 352914.XP_729465.1
NOG06351:	352914.XP_729881.1 5821.PBANKA_101790
NOG06352:	352914.XP_727645.1 5821.PBANKA_120330
NOG06353:	5821.PBANKA_070470 352914.XP_728326.1
NOG06354:	352914.XP_729619.1 5821.PBANKA_124470
NOG06355:	352914.XP_731306.1 5821.PBANKA_123460
NOG06356:	5821.PBANKA_092000 352914.XP_726456.1
NOG06357:	5821.PBANKA_030590 352914.XP_725119.1
NOG06358:	352914.XP_724276.1 5821.PBANKA_103190
NOG06359:	352914.XP_729337.1 5821.PBANKA_143250
NOG06360:	352914.XP_723888.1 5821.PBANKA_133480
NOG06361:	5821.PBANKA_081980 352914.XP_729390.1
NOG06362:	352914.XP_730348.1 5821.PBANKA_052200
NOG06363:	5821.PBANKA_103660 352914.XP_723858.1
NOG06364:	5821.PBANKA_060260 352914.XP_726454.1
NOG06365:	5821.PBANKA_123710 352914.XP_730786.1
NOG06366:	5821.PBANKA_050230 352914.XP_730474.1
NOG06367:	352914.XP_724284.1 5821.PBANKA_110960
NOG06368:	5821.PBANKA_113870 352914.XP_725919.1
NOG06369:	352914.XP_724304.1 5821.PBANKA_101260
NOG06370:	5821.PBANKA_112970 352914.XP_727247.1
NOG06371:	5821.PBANKA_062230 352914.XP_728593.1
NOG06372:	5821.PBANKA_135910 352914.XP_730394.1
NOG06373:	352914.XP_726053.1 5821.PBANKA_133040
NOG06374:	352914.XP_724455.1 5821.PBANKA_112270
NOG06375:	5821.PBANKA_146490 352914.XP_729610.1
NOG06376:	352914.XP_725485.1 5821.PBANKA_133690
NOG06377:	5821.PBANKA_040490 352914.XP_728917.1
NOG06378:	5821.PBANKA_140260 352914.XP_729309.1
NOG06379:	352914.XP_729759.1 5821.PBANKA_091420
NOG06380:	352914.XP_731425.1 5821.PBANKA_081340
NOG06381:	352914.XP_723833.1 5821.PBANKA_133250
NOG06382:	5821.PBANKA_081880 352914.XP_726663.1
NOG06383:	352914.XP_723983.1 5821.PBANKA_110390
NOG06384:	5821.PBANKA_111370 352914.XP_730747.1
NOG06385:	352914.XP_726500.1 5821.PBANKA_041360
NOG06386:	352914.XP_726790.1 5821.PBANKA_120860
NOG06387:	5821.PBANKA_031000 352914.XP_730944.1
NOG06388:	5821.PBANKA_082460 352914.XP_730273.1
NOG06389:	5821.PBANKA_060240 352914.XP_725723.1
NOG06390:	5821.PBANKA_131720 352914.XP_726447.1
NOG06391:	5821.PBANKA_110560 352914.XP_726430.1
NOG06392:	352914.XP_730920.1 5821.PBANKA_111850
NOG06393:	352914.XP_725484.1 5821.PBANKA_133700
NOG06394:	352914.XP_729868.1 5821.PBANKA_142980
NOG06395:	5821.PBANKA_101780 352914.XP_728452.1
NOG06396:	352914.XP_726026.1 5821.PBANKA_130070
NOG06397:	352914.XP_731439.1 5821.PBANKA_110330
NOG06398:	352914.XP_725112.1 5821.PBANKA_020780
NOG06399:	5821.PBANKA_146270 352914.XP_729615.1
NOG06400:	352914.XP_723884.1 5821.PBANKA_123005
NOG06401:	352914.XP_730261.1 5821.PBANKA_094210
NOG06402:	5821.PBANKA_112930 352914.XP_723676.1
NOG06403:	5821.PBANKA_062130 352914.XP_724225.1
NOG06404:	352914.XP_725080.1 5821.PBANKA_122960
NOG06405:	5821.PBANKA_121580 352914.XP_725941.1
NOG06406:	352914.XP_731233.1 5821.PBANKA_141470
NOG06407:	352914.XP_730103.1 5821.PBANKA_100560
NOG06408:	5821.PBANKA_091960 352914.XP_723621.1
NOG06409:	5821.PBANKA_121260 352914.XP_725086.1
NOG06410:	5821.PBANKA_133200 352914.XP_724646.1
NOG06411:	352914.XP_724756.1 5821.PBANKA_102760
NOG06412:	352914.XP_731261.1 5821.PBANKA_081790
NOG06413:	5821.PBANKA_030070 352914.XP_724426.1
NOG06414:	5821.PBANKA_090180 352914.XP_730289.1
NOG06415:	5821.PBANKA_020990 352914.XP_727188.1
NOG06416:	5821.PBANKA_100080 352914.XP_730322.1
NOG06417:	352914.XP_726643.1 5821.PBANKA_051100
NOG06418:	352914.XP_730676.1 5821.PBANKA_090690
NOG06419:	352914.XP_727909.1 5821.PBANKA_135240
NOG06420:	5821.PBANKA_091620 352914.XP_723813.1
NOG06421:	352914.XP_726011.1 5821.PBANKA_145140
NOG06422:	352914.XP_724226.1 5821.PBANKA_062140
NOG06423:	5821.PBANKA_111920 352914.XP_731237.1
NOG06424:	5821.PBANKA_010160 352914.XP_729968.1
NOG06425:	5821.PBANKA_101550 352914.XP_726295.1
NOG06426:	5821.PBANKA_051130 352914.XP_724039.1
NOG06427:	5821.PBANKA_144390 352914.XP_726235.1
NOG06428:	352914.XP_725514.1 5821.PBANKA_100410
NOG06429:	5821.PBANKA_145150 352914.XP_726010.1
NOG06430:	5821.PBANKA_040170 352914.XP_725490.1
NOG06431:	5821.PBANKA_113110 352914.XP_731297.1
NOG06432:	5821.PBANKA_092080 352914.XP_723714.1
NOG06433:	5821.PBANKA_131980 352914.XP_726175.1
NOG06434:	5821.PBANKA_092140 352914.XP_729984.1
NOG06435:	5821.PBANKA_010990 352914.XP_730868.1
NOG06436:	352914.XP_730487.1 5821.PBANKA_130480
NOG06437:	5821.PBANKA_123080 352914.XP_729425.1
NOG06438:	352914.XP_727627.1 5821.PBANKA_142800
NOG06439:	5821.PBANKA_136290 352914.XP_729064.1
NOG06440:	352914.XP_724859.1 5821.PBANKA_082340
NOG06441:	5821.PBANKA_092950 352914.XP_727663.1
NOG06442:	5821.PBANKA_141160 352914.XP_723970.1
NOG06443:	352914.XP_723962.1 352914.XP_726743.1 5821.PBANKA_000170
NOG06444:	5821.PBANKA_142430 352914.XP_724539.1
NOG06445:	352914.XP_724908.1 5821.PBANKA_141390
NOG06446:	5821.PBANKA_103940 352914.XP_729109.1
NOG06447:	5821.PBANKA_081970 352914.XP_727524.1
NOG06448:	352914.XP_730911.1 5821.PBANKA_021280
NOG06449:	5821.PBANKA_071950 352914.XP_727023.1
NOG06450:	5821.PBANKA_111090 352914.XP_727688.1
NOG06451:	352914.XP_726468.1 5821.PBANKA_090420
NOG06452:	5821.PBANKA_100880 352914.XP_725749.1
NOG06453:	352914.XP_725183.1 5821.PBANKA_145250
NOG06454:	352914.XP_724818.1 5821.PBANKA_041065.1
NOG06455:	5821.PBANKA_130550 352914.XP_729027.1
NOG06456:	5821.PBANKA_010910 352914.XP_731078.1
NOG06457:	352914.XP_727741.1 5821.PBANKA_136330
NOG06458:	5821.PBANKA_061440 352914.XP_725556.1
NOG06459:	5821.PBANKA_141190 352914.XP_723968.1
NOG06460:	5821.PBANKA_143190 352914.XP_726058.1
NOG06461:	352914.XP_728850.1 5821.PBANKA_080050
NOG06462:	352914.XP_723701.1 5821.PBANKA_121520
NOG06463:	5821.PBANKA_051870 352914.XP_724116.1
NOG06464:	5821.PBANKA_093860 352914.XP_725447.1
NOG06465:	5821.PBANKA_110930 352914.XP_731244.1
NOG06466:	5821.PBANKA_141340 352914.XP_727680.1
NOG06467:	352914.XP_728227.1 5821.PBANKA_124540
NOG06468:	5821.PBANKA_092260 352914.XP_730715.1
NOG06469:	352914.XP_731047.1 5821.PBANKA_114350
NOG06470:	352914.XP_724977.1 5821.PBANKA_070080
NOG06471:	352914.XP_726526.1 5821.PBANKA_101250
NOG06472:	352914.XP_730623.1 5821.PBANKA_112650
NOG06473:	5821.PBANKA_020180 352914.XP_729212.1
NOG06474:	5821.PBANKA_041390 352914.XP_731464.1
NOG06475:	352914.XP_729658.1 5821.PBANKA_102100
NOG06476:	5821.PBANKA_101750 352914.XP_727938.1
NOG06477:	5821.PBANKA_122880 352914.XP_725218.1
NOG06478:	5821.PBANKA_131610 352914.XP_725600.1
NOG06479:	5821.PBANKA_081020 352914.XP_726563.1
NOG06480:	352914.XP_727381.1 5821.PBANKA_083090
NOG06481:	5821.PBANKA_010420 352914.XP_726093.1
NOG06482:	352914.XP_730556.1 5821.PBANKA_131710
NOG06483:	352914.XP_727828.1 5821.PBANKA_136430
NOG06484:	5821.PBANKA_131010 352914.XP_727847.1
NOG06485:	352914.XP_727598.1 5821.PBANKA_132050
NOG06486:	5821.PBANKA_062160 352914.XP_730591.1
NOG06487:	5821.PBANKA_080450 352914.XP_729169.1
NOG06488:	352914.XP_728197.1 5821.PBANKA_124130
NOG06489:	5821.PBANKA_092900 352914.XP_725004.1
NOG06490:	5821.PBANKA_135660 352914.XP_730902.1
NOG06491:	352914.XP_726480.1 5821.PBANKA_144600
NOG06492:	352914.XP_724910.1 5821.PBANKA_113880
NOG06493:	352914.XP_723806.1 5821.PBANKA_083340
NOG06494:	5821.PBANKA_091240 352914.XP_728953.1
NOG06495:	5821.PBANKA_113410 352914.XP_730892.1
NOG06496:	5821.PBANKA_051690 352914.XP_725091.1
NOG06497:	352914.XP_729235.1 5821.PBANKA_112080
NOG06498:	5821.PBANKA_051830 352914.XP_725931.1
NOG06499:	352914.XP_726621.1 5821.PBANKA_021600 5821.PBANKA_090030 352914.XP_727994.1
NOG06500:	5821.PBANKA_135680 352914.XP_730900.1
NOG06501:	5821.PBANKA_052370 352914.XP_727110.1
NOG06502:	352914.XP_725795.1 5821.PBANKA_140880
NOG06503:	5821.PBANKA_112010 352914.XP_724776.1
NOG06504:	5821.PBANKA_144200 352914.XP_725547.1
NOG06505:	5821.PBANKA_050450 352914.XP_725611.1
NOG06506:	352914.XP_729000.1 5821.PBANKA_101490
NOG06507:	352914.XP_727410.1 5821.PBANKA_131850
NOG06508:	5821.PBANKA_132390 352914.XP_729557.1
NOG06509:	5821.PBANKA_143840 352914.XP_724471.1
NOG06510:	5821.PBANKA_130080 352914.XP_729276.1
NOG06511:	352914.XP_728896.1 5821.PBANKA_142640
NOG06512:	352914.XP_726854.1 5821.PBANKA_136510
NOG06513:	352914.XP_728343.1 5821.PBANKA_091520
NOG06514:	5821.PBANKA_132840 352914.XP_729125.1
NOG06515:	352914.XP_726413.1 5821.PBANKA_051150
NOG06516:	5821.PBANKA_010330 352914.XP_725175.1
NOG06517:	352914.XP_724462.1 5821.PBANKA_082850
NOG06518:	352914.XP_724961.1 5821.PBANKA_031350
NOG06519:	352914.XP_724757.1 5821.PBANKA_102770
NOG06520:	352914.XP_726561.1 5821.PBANKA_071250
NOG06521:	352914.XP_725018.1 5821.PBANKA_083670
NOG06522:	5821.PBANKA_102550 352914.XP_724137.1
NOG06523:	352914.XP_731416.1 5821.PBANKA_090720
NOG06524:	5821.PBANKA_122460 352914.XP_725573.1
NOG06525:	352914.XP_729252.1 5821.PBANKA_060050
NOG06526:	352914.XP_724272.1 5821.PBANKA_145400
NOG06527:	352914.XP_725369.1 5821.PBANKA_071420
NOG06528:	352914.XP_728672.1 5821.PBANKA_080430
NOG06529:	5821.PBANKA_072030 352914.XP_731262.1
NOG06530:	352914.XP_728503.1 5821.PBANKA_060780
NOG06531:	5821.PBANKA_140750 352914.XP_729550.1
NOG06532:	5821.PBANKA_132450 352914.XP_725584.1
NOG06533:	352914.XP_724457.1 5821.PBANKA_112250
NOG06534:	352914.XP_725188.1 5821.PBANKA_020960
NOG06535:	352914.XP_725378.1 5821.PBANKA_130650
NOG06536:	5821.PBANKA_050530 352914.XP_727350.1
NOG06537:	352914.XP_729970.1 5821.PBANKA_010140
NOG06538:	352914.XP_725612.1 5821.PBANKA_050440
NOG06539:	352914.XP_731157.1 5821.PBANKA_083140
NOG06540:	352914.XP_727348.1 5821.PBANKA_120260
NOG06541:	352914.XP_728765.1 5821.PBANKA_041800
NOG06542:	352914.XP_724164.1 5821.PBANKA_092680
NOG06543:	5821.PBANKA_134960 352914.XP_731013.1
NOG06544:	352914.XP_727813.1 5821.PBANKA_061310
NOG06545:	352914.XP_730538.1 5821.PBANKA_130190
NOG06546:	352914.XP_726474.1 5821.PBANKA_060560
NOG06547:	5821.PBANKA_092520 352914.XP_730045.1
NOG06548:	5821.PBANKA_121750 352914.XP_724266.1
NOG06549:	5821.PBANKA_101370 352914.XP_728988.1
NOG06550:	5821.PBANKA_145010 352914.XP_728023.1
NOG06551:	352914.XP_729660.1 5821.PBANKA_102120
NOG06552:	352914.XP_725959.1 5821.PBANKA_040590
NOG06553:	352914.XP_730748.1 5821.PBANKA_111350
NOG06554:	5821.PBANKA_082130 352914.XP_727577.1
NOG06555:	352914.XP_726203.1 5821.PBANKA_132150
NOG06556:	5821.PBANKA_092940 352914.XP_727664.1
NOG06557:	5821.PBANKA_090360 352914.XP_726460.1
NOG06558:	352914.XP_729149.1 352914.XP_725895.1 5821.PBANKA_146570 352914.XP_725233.1
NOG06559:	5821.PBANKA_142780 352914.XP_726982.1
